user_id,days_between,segment
14,1894.9742361111112,complete_orders
35,606.8572453703704,complete_orders
70,145.12591435185186,complete_orders
75,0.8995949074074074,complete_orders
83,20.51503472222222,complete_orders
101,66.43458333333334,complete_orders
128,623.7129629629629,complete_orders
138,404.5177199074074,complete_orders
149,268.61511574074075,complete_orders
169,196.88650462962963,complete_orders
184,65.5613425925926,complete_orders
284,477.25305555555553,complete_orders
362,18.078333333333333,complete_orders
373,31.436168981481483,complete_orders
383,415.21023148148146,complete_orders
413,21.50440972222222,complete_orders
424,824.8948842592592,complete_orders
432,380.7997569444444,complete_orders
432,201.20520833333333,complete_orders
472,125.26987268518519,complete_orders
519,102.76626157407408,complete_orders
519,10.87599537037037,complete_orders
540,381.5876851851852,complete_orders
610,49.77021990740741,complete_orders
643,916.0863310185185,complete_orders
656,1345.8605208333333,complete_orders
667,180.75108796296297,complete_orders
796,82.92650462962963,complete_orders
822,84.45825231481481,complete_orders
912,605.3906481481481,complete_orders
991,238.6058449074074,complete_orders
998,253.07238425925925,complete_orders
1005,66.48325231481482,complete_orders
1010,1767.5817939814815,complete_orders
1057,648.1223263888888,complete_orders
1082,467.0722800925926,complete_orders
1082,52.99697916666667,complete_orders
1101,702.1458912037037,complete_orders
1101,164.93883101851853,complete_orders
1145,532.259525462963,complete_orders
1195,6.997569444444444,complete_orders
1224,279.1280902777778,complete_orders
1227,575.7425462962963,complete_orders
1260,269.40623842592595,complete_orders
1349,82.93471064814815,complete_orders
1413,1028.6159837962964,complete_orders
1472,138.9656712962963,complete_orders
1512,24.1490625,complete_orders
1512,932.9569097222222,complete_orders
1572,280.62858796296297,complete_orders
1578,63.86056712962963,complete_orders
1603,78.87108796296296,complete_orders
1686,875.6617824074074,complete_orders
1723,91.18542824074073,complete_orders
1741,1045.6546296296297,complete_orders
1743,1581.7334606481481,complete_orders
1746,568.349375,complete_orders
1806,402.0895949074074,complete_orders
1855,29.126030092592593,complete_orders
1894,202.9516550925926,complete_orders
1903,791.809837962963,complete_orders
1914,101.5582175925926,complete_orders
1923,1403.0484837962963,complete_orders
1924,489.29938657407405,complete_orders
2019,152.93383101851853,complete_orders
2052,340.3489699074074,complete_orders
2121,621.042337962963,complete_orders
2130,93.488125,complete_orders
2140,717.9382175925925,complete_orders
2144,796.4019560185185,complete_orders
2180,3.1159606481481483,complete_orders
2189,104.38864583333333,complete_orders
2227,348.79134259259257,complete_orders
2255,131.5850810185185,complete_orders
2255,47.248449074074074,complete_orders
2260,28.96446759259259,complete_orders
2267,213.69648148148147,complete_orders
2354,313.8188078703704,complete_orders
2378,650.348761574074,complete_orders
2382,142.71444444444444,complete_orders
2403,153.56652777777776,complete_orders
2470,352.10462962962964,complete_orders
2478,641.8105208333334,complete_orders
2490,517.4282060185185,complete_orders
2504,359.95851851851853,complete_orders
