date,category,margin
2019-01-04,Sleep & Lounge,0.0
2019-01-10,Fashion Hoodies & Sweatshirts,0.0
2019-01-10,Maternity,0.0
2019-01-10,Sleep & Lounge,0.0
2019-01-10,Skirts,0.0
2019-01-16,Pants,20.154960872166754
2019-01-18,Accessories,0.0
2019-01-18,Active,0.0
2019-01-20,Swim,0.0
2019-01-20,Active,0.0
2019-01-20,Blazers & Jackets,0.0
2019-01-21,Jeans,92.19077824197079
2019-01-23,Jumpsuits & Rompers,9.159659683827456
2019-01-23,Jeans,48.152000095695264
2019-01-25,Pants & Capris,0.0
2019-01-29,Blazers & Jackets,0.0
2019-01-29,Outerwear & Coats,0.0
2019-01-29,Leggings,0.0
2019-02-02,Outerwear & Coats,0.0
2019-02-05,Blazers & Jackets,0.0
2019-02-06,Sweaters,0.0
2019-02-06,Jeans,0.0
2019-02-08,Underwear,0.0
2019-02-11,Intimates,0.0
2019-02-11,Jeans,0.0
2019-02-12,Plus,0.0
2019-02-12,Intimates,0.0
2019-02-13,Swim,0.0
2019-02-14,Jeans,0.0
2019-02-19,Plus,0.0
2019-02-20,Sweaters,15.573229906946867
2019-02-21,Dresses,0.0
2019-02-21,Fashion Hoodies & Sweatshirts,32.47593909216434
2019-02-21,Swim,0.0
2019-02-21,Suits & Sport Coats,79.23434305906653
2019-02-22,Maternity,0.0
2019-02-22,Fashion Hoodies & Sweatshirts,37.251999957021326
2019-02-23,Suits & Sport Coats,88.31476437409759
2019-02-25,Active,13.045999966561796
2019-02-25,Dresses,0.0
2019-02-25,Fashion Hoodies & Sweatshirts,13.919429873257576
2019-02-25,Outerwear & Coats,134.29125032387674
2019-02-25,Intimates,52.68459941882043
2019-02-25,Shorts,0.0
2019-02-25,Plus,9.595100361289084
2019-03-01,Plus,0.0
2019-03-03,Jeans,19.388490812080207
2019-03-04,Outerwear & Coats,0.0
2019-03-05,Outerwear & Coats,99.71999974921346
2019-03-05,Pants,26.094780870200395
2019-03-05,Sweaters,18.530000060796738
2019-03-05,Jeans,14.246909924790412
2019-03-08,Jeans,0.0
2019-03-09,Tops & Tees,10.550000052899122
2019-03-09,Outerwear & Coats,0.0
2019-03-10,Tops & Tees,0.0
2019-03-11,Tops & Tees,0.0
2019-03-11,Socks,0.0
2019-03-11,Suits,0.0
2019-03-12,Jeans,0.0
2019-03-13,Sleep & Lounge,0.0
2019-03-13,Dresses,0.0
2019-03-13,Pants & Capris,0.0
2019-03-15,Pants,0.0
2019-03-15,Fashion Hoodies & Sweatshirts,0.0
2019-03-15,Tops & Tees,0.0
2019-03-16,Active,0.0
2019-03-16,Skirts,0.0
2019-03-16,Pants & Capris,0.0
2019-03-16,Accessories,0.0
2019-03-16,Maternity,0.0
2019-03-16,Shorts,0.0
2019-03-17,Accessories,76.11000038683414
2019-03-18,Sleep & Lounge,0.0
2019-03-18,Suits & Sport Coats,0.0
2019-03-18,Tops & Tees,0.0
2019-03-20,Dresses,0.0
2019-03-20,Intimates,0.0
2019-03-21,Tops & Tees,0.0
2019-03-21,Pants,0.0
2019-03-22,Tops & Tees,0.0
2019-03-22,Sweaters,0.0
2019-03-23,Intimates,0.0
2019-03-25,Tops & Tees,0.0
2019-03-26,Active,0.0
2019-03-27,Sweaters,26.7000000923872
2019-03-27,Tops & Tees,39.48815043748767
2019-03-28,Tops & Tees,0.0
2019-03-28,Outerwear & Coats,0.0
2019-03-28,Blazers & Jackets,50.2928591804871
2019-03-28,Accessories,0.0
2019-03-28,Socks & Hosiery,8.16640012512207
2019-03-28,Jeans,0.0
2019-03-28,Suits,0.0
2019-03-29,Dresses,0.0
2019-03-29,Active,0.0
2019-03-29,Tops & Tees,0.0
2019-03-29,Jeans,0.0
2019-04-01,Intimates,0.0
2019-04-01,Dresses,0.0
2019-04-01,Active,0.0
2019-04-01,Sweaters,0.0
2019-04-01,Sleep & Lounge,0.0
2019-04-03,Socks & Hosiery,0.0
2019-04-04,Fashion Hoodies & Sweatshirts,33.20355027852281
2019-04-04,Jeans,0.0
2019-04-04,Intimates,0.0
2019-04-05,Jeans,0.0
2019-04-05,Swim,0.0
2019-04-05,Sleep & Lounge,5.291999980807306
2019-04-05,Active,0.0
2019-04-05,Intimates,0.0
2019-04-05,Shorts,0.0
2019-04-05,Maternity,0.0
2019-04-07,Skirts,0.0
2019-04-08,Underwear,0.0
2019-04-08,Shorts,0.0
2019-04-09,Pants,27.422999977134168
2019-04-09,Sleep & Lounge,31.773919218303554
2019-04-09,Underwear,0.0
2019-04-10,Socks,0.0
2019-04-11,Leggings,0.0
2019-04-11,Accessories,0.0
2019-04-11,Sleep & Lounge,0.0
2019-04-12,Plus,0.0
2019-04-12,Intimates,0.0
2019-04-12,Accessories,0.0
2019-04-12,Sleep & Lounge,0.0
2019-04-12,Dresses,0.0
2019-04-13,Pants,17.983799732860927
2019-04-13,Maternity,0.0
2019-04-13,Accessories,9.353759882641732
2019-04-15,Dresses,38.61199832697585
2019-04-15,Tops & Tees,0.0
2019-04-15,Intimates,0.0
2019-04-15,Fashion Hoodies & Sweatshirts,0.0
2019-04-15,Swim,0.0
2019-04-15,Outerwear & Coats,65.0940000526607
2019-04-15,Underwear,0.0
2019-04-15,Socks & Hosiery,4.961789867508262
2019-04-15,Plus,12.989900388619304
2019-04-16,Jeans,96.34800020232797
2019-04-16,Shorts,25.974000374399118
2019-04-16,Swim,21.252980547298197
2019-04-17,Sleep & Lounge,24.33200011588633
2019-04-17,Tops & Tees,10.445819940820634
2019-04-17,Jumpsuits & Rompers,0.0
2019-04-17,Shorts,0.0
2019-04-17,Pants,34.374270897399185
2019-04-17,Active,0.0
