user_id,days_between,segment
2,1751.612824074074,all_orders
8,594.2985069444444,all_orders
11,247.5723148148148,all_orders
13,220.93109953703703,all_orders
14,1894.9742361111112,all_orders
17,206.3461111111111,all_orders
19,807.7464467592592,all_orders
23,255.95841435185184,all_orders
24,79.59707175925926,all_orders
24,149.47225694444444,all_orders
26,180.39995370370372,all_orders
31,754.0454629629629,all_orders
31,366.91103009259257,all_orders
34,389.39715277777776,all_orders
34,78.75708333333333,all_orders
34,360.07028935185184,all_orders
35,211.62479166666665,all_orders
35,395.2324537037037,all_orders
36,394.4678240740741,all_orders
36,129.4282523148148,all_orders
36,709.0790740740741,all_orders
40,71.71212962962963,all_orders
56,184.2050810185185,all_orders
60,606.7341666666666,all_orders
67,50.09945601851852,all_orders
68,1280.7402893518517,all_orders
70,145.12591435185186,all_orders
75,4.626921296296296,all_orders
75,7.596122685185185,all_orders
75,0.8995949074074074,all_orders
79,354.74466435185184,all_orders
79,55.11234953703703,all_orders
83,20.51503472222222,all_orders
83,1832.4815972222223,all_orders
85,280.94011574074074,all_orders
85,341.3595949074074,all_orders
85,363.6293518518519,all_orders
86,160.06592592592594,all_orders
86,1518.1155671296297,all_orders
87,1146.5485300925925,all_orders
93,19.618055555555557,all_orders
96,96.47644675925926,all_orders
97,100.41064814814816,all_orders
98,70.32108796296296,all_orders
98,240.76461805555556,all_orders
101,66.43458333333334,all_orders
112,397.3852662037037,all_orders
112,163.86142361111112,all_orders
116,87.76871527777777,all_orders
118,55.00251157407408,all_orders
118,406.6664236111111,all_orders
118,67.28671296296297,all_orders
120,76.64806712962962,all_orders
120,307.85795138888886,all_orders
122,166.61458333333334,all_orders
124,697.483275462963,all_orders
128,623.7129629629629,all_orders
129,49.60578703703704,all_orders
130,871.9287731481481,all_orders
135,105.73813657407408,all_orders
137,404.5041550925926,all_orders
138,404.5177199074074,all_orders
138,289.11006944444443,all_orders
139,49.922847222222224,all_orders
142,794.4147800925925,all_orders
142,341.36932870370373,all_orders
143,351.8613541666667,all_orders
145,182.8185648148148,all_orders
149,268.61511574074075,all_orders
152,67.67148148148148,all_orders
152,92.70880787037036,all_orders
156,32.358587962962964,all_orders
156,95.35769675925926,all_orders
156,140.70788194444444,all_orders
158,22.73810185185185,all_orders
158,6.074675925925926,all_orders
158,142.3284375,all_orders
165,23.984421296296297,all_orders
165,150.20002314814815,all_orders
166,118.23238425925926,all_orders
169,196.88650462962963,all_orders
169,124.47347222222223,all_orders
169,35.180844907407405,all_orders
170,415.9093634259259,all_orders
170,253.8304513888889,all_orders
